content_tokens,original_tokens,noise_tokens,original_mass,noise_mass,special_mass,original_mean_weight,noise_mean_weight,top_k_original_fraction,top_tokens,index,label,pred,clean_span_found,text,clean_text
13,10,3,0.9999777624306603,3.623952068210201e-06,1.8711285520112142e-05,0.09999777624306602,1.2079840227367338e-06,1.0,?:0.9695:original Ġcharge:0.0214:original Ġstatement:0.0057:original Ġmy:0.0026:original Ġon:0.0007:original,167,34,34,True,"Hello there, What is this $1 charge on my statement?",What is this $1 charge on my statement?
15,9,6,0.9068737345731392,0.09310671875300613,1.956720916496124e-05,0.10076374828590436,0.015517786458834356,0.4,?:0.8455:original ?:0.0851:noise Ġcharges:0.0610:original Ġwhat:0.0070:noise Ġthe:0.0009:noise,168,34,34,True,Why does my statement have these extra charges? what are the next steps?,Why does my statement have these extra charges?
37,0,0,0,0,1.3992806998430751e-05,,,0.0,".:0.5770:content ?:0.2469:content ,:0.0373:content Ġis:0.0328:content Ġabout:0.0211:content",169,34,34,False,"I do not remember purcha5ing anything for 1£, and it is on my statement. Can you please tell me what that is about? (at your earliest convenience).","I do not remember purchasing anything for 1£, and it is on my statement. Can you please tell me what that is about?"
26,20,6,0.83069850526811,0.169298353131353,3.096947011727025e-06,0.0415349252634055,0.02821639218855883,0.6,?:0.4303:original .:0.3070:original ).:0.0883:noise Ġ(:0.0809:noise Ġextra:0.0373:original,170,34,34,True,I can see an extra 1£ charge on my app. Why did you charge me extra? (at your earliest convenience).,I can see an extra 1£ charge on my app. Why did you charge me extra?
21,15,6,0.5534460826066763,0.44654152465500374,1.2389451512717642e-05,0.03689640550711175,0.07442358744250062,0.4,?:0.5375:original ).:0.3851:noise Ġ(:0.0483:noise Ġinconsistent:0.0115:noise Ġcharge:0.0113:original,171,34,34,True,Can you tell me why I noticed a $1 charge on my statement? (because this appears inconsistent).,Can you tell me why I noticed a $1 charge on my statement?
19,0,0,0,0,3.893860025527829e-07,,,0.0,?:0.8447:content Ġcredited:0.1461:content Ġbe:0.0063:content Ġto:0.0020:content Ġtransaction:0.0005:content,172,34,34,False,"Could you please advie, When will th3 $1 transaction be credited to m3?",When will the $1 transaction be credited to me?
10,7,3,0.9993097913320526,0.00011197986350452993,0.0005781769868917763,0.14275854161886464,3.7326621168176644e-05,1.0,?:0.9584:original Ġfrom:0.0294:original Ġcome:0.0074:original Ġfee:0.0039:original ĠWhere:0.0001:original,173,34,34,True,"Hello there, Where did this fee come from?",Where did this fee come from?
25,19,6,0.9815751386952059,0.018421031031891744,3.8580706132052e-06,0.05166184940501083,0.003070171838648624,0.8,"?:0.6432:original ,:0.2441:original Ġis:0.0460:original Ġcharge:0.0236:original ?:0.0176:noise",174,34,34,True,"I noticed an extra $1 charge on my statement, can you tell me why that is? what are the next steps?","I noticed an extra $1 charge on my statement, can you tell me why that is?"
14,7,7,0.9988122664103685,0.00016921332144193002,0.0010186975123360753,0.14268746663005263,2.417333163456143e-05,1.0,Ġcharge:0.9847:original 1:0.0125:original Ġextra:0.0009:original Ġ$:0.0005:original ĠThere:0.0001:original,175,34,34,True,"I’m hoping you can clarify, There is an extra $1 charge",There is an extra $1 charge
16,13,3,0.9999894327558536,1.8695652670430718e-06,8.628623618278652e-06,0.07692226405814259,6.231884223476906e-07,1.0,.:0.9763:original Ġfee:0.0112:original Ġin:0.0074:original Ġstatement:0.0045:original Ġmy:0.0005:original,176,34,34,True,"Good afternoon, I need information about an extra €1 fee in my statement.",I need information about an extra €1 fee in my statement.
16,13,3,0.9754592363314813,0.02453573323407454,4.970478585164528e-06,0.07503532587165242,0.008178577744691514,0.8,?:0.9346:original Ġcard:0.0326:original .:0.0243:noise Ġcharge:0.0044:original Ġmy:0.0020:original,177,34,34,True,Why is there an extra 1 pound charge on my card? kind regards.,Why is there an extra 1 pound charge on my card?
16,10,6,0.9790332820310823,0.020921158431065123,4.562421963782981e-05,0.09790332820310824,0.0034868597385108537,0.4,?:0.9763:original ?:0.0179:noise Ġwhat:0.0025:noise Ġstatement:0.0019:original Ġthe:0.0005:noise,178,34,34,True,Why are there so many fees on my statement? what are the next steps?,Why are there so many fees on my statement?
19,14,5,0.9923754820251247,0.007571433171051467,5.2940671594114974e-05,0.07088396300179463,0.0015142866342102933,0.6,?:0.9865:original .:0.0049:noise Ġstatement:0.0042:original Ġthank:0.0026:noise Ġfee:0.0012:original,179,34,34,True,What would be the reason there's an extra fee on my statement? thank you in advance.,What would be the reason there's an extra fee on my statement?
17,10,7,0.9999917831884204,1.1793146192928816e-06,7.09971163814771e-06,0.09999917831884204,1.6847351704184022e-07,1.0,?:0.7590:original Ġcome:0.1080:original Ġfrom:0.0932:original Ġfee:0.0383:original Ġeuro:0.0014:original,180,34,34,True,"I’m hoping you can clarify, Where did this 1 euro fee come from?",Where did this 1 euro fee come from?
17,10,7,0.020618687193461938,0.9793753730264143,5.824439540447202e-06,0.002061868719346194,0.13991076757520204,0.4,).:0.5338:noise .:0.3569:noise Ġ(:0.0863:noise Ġstatement:0.0079:original Ġin:0.0061:original,181,34,34,True,I got a extra €1 fee in my statement. (as soon as possible).,I got a extra €1 fee in my statement
16,11,5,0.9999882941806817,2.011316041716782e-06,9.726377356855664e-06,0.09090802674369834,4.022632083433564e-07,1.0,.:0.9775:original Ġfee:0.0175:original Ġstatement:0.0018:original Ġon:0.0017:original Ġeuro:0.0012:original,182,34,34,True,"Could you please advise, I have a 1 euro fee on my statement.",I have a 1 euro fee on my statement.
13,8,5,0.9999745531848703,4.37825642052303e-06,2.1172490960452706e-05,0.12499681914810878,8.756512841046061e-07,1.0,!?:0.9571:original charged:0.0256:original Ġpound:0.0172:original Ġa:0.0001:original Ġover:0.0000:original,183,34,34,True,"Could you please advise, Why was I overcharged a pound!?",Why was I overcharged a pound!?
18,11,7,0.5432755002565273,0.4567147946189607,9.720500202092808e-06,0.049388681841502476,0.06524497065985153,0.6,?:0.5242:original ?:0.4497:noise Ġcharged:0.0124:original Ġhappening:0.0053:noise Ġpound:0.0046:original,184,34,34,True,"Something went wrong, I was charged an extra pound? could you confirm what is happening?","Something went wrong, I was charged an extra pound?"
16,11,5,0.9999662164541405,5.7795545842509455e-06,2.7948924980591983e-05,0.09090601967764914,1.155910916850189e-06,1.0,?:0.8175:original Ġcome:0.1071:original Ġfrom:0.0719:original Ġstatement:0.0031:original Ġfee:0.0004:original,185,34,34,True,"Could you please advise, Where did the extra fee on my statement come from?",Where did the extra fee on my statement come from?
23,20,3,0.9808893382024166,0.01906161699389486,4.9110611143987626e-05,0.049044466910120835,0.0063538723312982865,0.8,!:0.6507:original Ġor:0.1363:original Ġabout:0.0848:original Ġthat:0.0617:original .:0.0190:noise,186,34,34,True,There is an extra charge on my app that I was not told about or I was aware of! kind regards.,There is an extra charge on my app that I was not told about or I was aware of!
20,0,0,0,0,5.3504765674006194e-05,,,0.0,?:0.7670:content Ġfor:0.0979:content Ġwhat:0.0643:content Ġthat:0.0522:content Ġfee:0.0117:content,187,34,34,False,I am seeing an (rather) extra fee on extra fee on my statement what is that for?,I am seeing an extra fee on my statement what is that for?
19,10,9,0.9702512433979606,0.029741514255420043,7.354428817052394e-06,0.09702512433979607,0.0033046126950466714,0.6,?:0.9115:original Ġfee:0.0430:original ?:0.0172:noise Ġthis:0.0095:noise Ġin:0.0086:original,188,34,34,True,What is this €1 fee in my statement? is there a formal way to resolve this?,What is this €1 fee in my statement?
45,36,9,0.8421580521224712,0.15783652432992312,5.442242127173813e-06,0.0233932792256242,0.01753739159221368,0.8,.:0.3407:original ?:0.2747:original .:0.1287:noise Ġcharge:0.0736:original Ġwith:0.0664:original,189,34,34,True,"I am a new customer, and I happened to look at my app and there is a charge I am not familiar with. Could you tell me why the extra charge is there? since I’m concerned about a potential charge.","I am a new customer, and I happened to look at my app and there is a charge I am not familiar with.  Could you tell me why the extra charge is there?"
21,12,9,0.825550975564191,0.17444399391479237,5.014515409129672e-06,0.06879591463034924,0.019382665990532486,0.4,.:0.7798:original ?:0.1103:noise Ġthis:0.0467:noise Ġdollar:0.0261:original Ġis:0.0155:noise,190,34,34,True,For some reason my account's been charged an extra dollar. is there a formal way to resolve this?,For some reason my account's been charged an extra dollar.
23,0,0,0,0,4.726243332697777e-06,,,0.0,.:0.9369:content Ġcharged:0.0442:content Ġwas:0.0087:content Ġit:0.0062:content Ġdon:0.0030:content,191,34,34,False,There is — to clarify a transaction for a transaction for $1 and I don' know why it was charged.,There is a transaction for $1 and I don't know why it was charged.
59,51,8,0.9844450939415372,0.015553540433757007,1.2872731076640775e-06,0.019302844979245826,0.0019441925542196259,1.0,"Pending:0.2713:original .:0.2398:original "",:0.1719:original Ġaway:0.0675:original .:0.0570:original",192,34,34,True,"Can you help me with a weird charge? It's a pound charge that never goes away from the statement view on the app I'm using. It's not described as anything but ""Pending"", and that status has never changed during the last two days. (I’m receiving an error message).","Can you help me with a weird charge?  It's a pound charge that never goes away from the statement view on the app I'm using.  It's not described as anything but ""Pending"", and that status has never changed during the last two days."
22,0,0,0,0,4.617553349817172e-05,,,0.0,?:0.9702:content Ġup:0.0180:content Ġstatement:0.0085:content Ġshowing:0.0012:content Ġfee:0.0006:content,193,34,34,False,What is (rather) the purpose of the purpose of the extra fee that is showing up on my statement?,What is the purpose of the extra fee that is showing up on my statement?
20,14,6,0.9999912467397962,1.2513109695078128e-06,7.547384939243784e-06,0.07142794619569973,2.0855182825130214e-07,1.0,"?:0.4934:original ,:0.4130:original Ġcharged:0.0401:original Ġthat:0.0224:original Ġwhy:0.0140:original",194,34,34,True,"I would like to ask, $1 extra has been charged on my statement, why is that?","$1 extra has been charged on my statement, why is that?"
18,10,8,0.005925593572804644,0.9940674399437057,6.979961653996725e-06,0.0005925593572804644,0.12425842999296322,0.6,.:0.7210:noise ?:0.2729:noise Ġfee:0.0026:original Ġstatement:0.0022:original Ġin:0.0008:original,195,34,34,True,What is the extra €1 fee in my statement. could you confirm what is happening?,What is the extra  €1 fee in my statement
26,19,7,0.9798878848067665,0.020111939023209402,1.8730145256995456e-07,0.05157304656877718,0.0028731341461727716,0.6,?:0.5463:original Ġreversed:0.4320:original ?:0.0181:noise Ġcould:0.0020:noise Ġbeen:0.0010:original,196,34,34,True,"It's been two weeks, why has the transaction for $1.00 not been reversed? could you confirm what is happening?","It's been two weeks, why has the transaction for $1.00 not been reversed?"
14,8,6,0.7852829929886411,0.2146372634688305,7.973531319294125e-05,0.09816037412358014,0.03577287724480508,0.8,?:0.5399:original Ġfee:0.2328:original .:0.2110:noise 1:0.0094:original Ġfor:0.0031:original,197,34,34,True,What is the €1 fee for? kind rEgards.,What is the €1 fee for?
47,40,7,0.9999812585044712,1.809189067714101e-05,6.645898338319967e-07,0.02499953146261178,2.5845558110201442e-06,1.0,Ġpending:0.5120:original .:0.2485:original Ġand:0.1340:original Ġaway:0.0656:original Ġdoesn:0.0214:original,198,34,34,True,I have updated the app recently — I'm quite confused as to what is going on. There is some odd extra pound charge on my statement in the app that's just listed as pending and doesn't go away since a couple days.,I'm quite confused as to what is going on. There is some odd extra pound charge on my statement in the app that's just listed as pending and doesn't go away since a couple days.
22,15,7,0.8937193520501978,0.10617206133974832,0.00010867759556276724,0.05958129013667986,0.01516743733424976,0.6,.:0.8843:original .:0.0962:noise Ġas:0.0078:noise Ġstatement:0.0058:original Ġfee:0.0028:original,199,34,34,True,Can you please check why I am having this extra fee on my statement. as this affects my account balance.,Can you please check why I am having this extra fee on my statement.
